0213,1.75,60.09
0214,1.78,61.40
0215,1.83,64.00
0216,1.72,58.68
0217,1.67,55.86
0218,1.90,67.72
0219,1.77,61.08
0220,1.74,59.36
0221,1.84,64.33
0222,1.63,53.94
0223,1.87,66.09
0224,1.50,47.37
0225,1.84,64.53
0226,1.86,65.51
0227,1.58,51.27
0228,1.78,61.30
0229,1.75,59.78
0230,1.85,64.79
0231,1.61,53.07
0232,1.70,57.34
0233,1.74,59.67
0234,1.63,54.22
0235,1.68,56.69
0236,1.85,65.03
0237,1.73,59.08
0238,1.55,50.16
0239,1.71,58.02
0240,1.82,63.36
0241,1.70,57.47
0242,1.67,56.16
0243,1.69,57.12
0244,1.97,71.00
0245,1.74,59.61
0246,1.83,63.86
0247,1.80,62.40
0248,1.79,62.10
0249,1.76,60.43
0250,1.67,56.00
0251,1.66,55.50
0252,1.79,61.89
0253,1.77,61.11
0254,1.78,61.42
0255,1.79,61.81
0256,1.61,52.76
0257,1.81,62.99
0258,1.71,57.90
0259,1.75,59.82
0260,1.64,54.61
0261,1.64,54.44
0262,1.67,56.19
0263,1.86,65.39
0264,1.71,57.98
0265,1.69,56.96
0266,1.75,60.24
0267,1.87,66.10
0268,1.74,59.73
0269,1.73,59.16
0270,1.76,60.55
0271,1.99,72.24
0272,1.75,60.20
0273,1.72,58.43
0274,1.85,64.88
0275,1.67,56.13
0276,1.76,60.40
0277,1.89,67.05
0278,1.74,59.36
0279,1.82,63.67
0280,1.81,63.06
0281,1.75,60.22
0282,1.76,60.65
0283,1.81,63.05
0284,1.72,58.68
0285,1.68,56.50
0286,1.75,60.01
0287,1.78,61.26
0288,1.76,60.37
0289,1.72,58.75
0290,1.75,60.09
0291,1.84,64.66
0292,1.83,64.13
0293,1.73,59.00
0294,1.69,56.75
0295,1.88,66.31
0296,1.80,62.67
0297,1.79,61.93
0298,1.68,56.67
0299,1.81,63.15
0300,1.70,57.54
0301,1.93,68.84
0302,1.80,62.49
0303,1.86,65.44
0304,1.60,52.29
0305,1.63,54.00
0306,1.83,63.95
0307,1.73,59.08
0308,1.68,56.31
0309,1.92,68.46
0310,1.76,60.40
0311,1.70,57.33
0312,1.64,54.52
0313,1.91,68.15
0314,1.70,57.73
0315,1.84,64.54
0316,1.63,54.18
0317,1.72,58.36
0318,1.86,65.32
0319,1.77,61.02
0320,1.86,65.47
0321,1.84,64.35
0322,1.75,59.79
0323,1.69,57.24
0324,1.83,64.02
0325,1.76,60.71
0326,1.73,58.94
0327,1.85,65.09
0328,1.76,60.72
0329,1.71,58.02
0330,1.64,54.26
0331,1.66,55.28
0332,1.90,67.51
0333,1.89,67.06
0334,1.88,66.37
0335,1.84,64.31
0336,1.82,63.45
0337,1.76,60.72
0338,1.67,55.88
0339,1.87,65.97
0340,1.75,60.07
0341,1.86,65.58
0342,1.84,64.48
0343,1.70,57.75
0344,1.91,67.89
0345,1.77,61.07
0346,1.81,63.24
0347,1.77,60.81
0348,1.84,64.56
0349,1.79,61.82
0350,1.82,63.29
0351,1.79,61.85
0352,1.86,65.32
0353,1.77,60.79
0354,1.80,62.45
0355,1.79,62.04
0356,1.77,61.23
0357,1.77,61.14
0358,1.95,70.08
0359,1.87,66.04
0360,1.68,56.70
0361,1.75,60.12
0362,1.80,62.36
0363,1.71,58.19
0364,1.82,63.44
0365,1.83,63.88
0366,1.76,60.30
0367,1.69,56.90
0368,1.70,57.26
0369,1.68,56.54
0370,1.59,51.76
0371,1.59,52.13
0372,1.72,58.73
0373,1.65,54.95
0374,1.79,62.06
0375,1.71,57.96
0376,1.97,71.10
0377,1.75,60.25
0378,1.68,56.50
0379,1.55,49.89
0380,1.80,62.66
0381,1.80,62.48
0382,1.91,67.84
0383,1.88,66.45
0384,1.81,63.18
0385,1.70,57.37
0386,1.75,60.11
0387,1.86,65.67
0388,1.64,54.39
0389,1.76,60.63
0390,1.76,60.36
0391,1.79,62.22
0392,1.70,57.42
0393,1.89,66.90
0394,1.83,63.81
0395,1.62,53.45
0396,1.69,57.09
0397,1.70,57.28
0398,1.85,64.90
0399,1.67,55.97
0400,1.79,62.05
0401,1.73,58.98
0402,1.55,50.17
0403,1.79,62.11
0404,1.66,55.47
0405,1.75,59.76
0406,1.67,55.84
0407,1.84,64.68
0408,1.68,56.47
0409,1.94,69.33
0410,1.80,62.74
0411,1.72,58.26
0412,1.64,54.35
0413,1.84,64.51
0414,1.58,51.55
0415,1.90,67.26
0416,1.67,55.75
0417,1.84,64.68
0418,1.83,63.86
0419,1.79,61.81
0420,1.70,57.44
0421,1.86,65.56
0422,1.72,58.28
0423,1.76,60.31
0424,1.57,50.89
0425,1.78,61.27
0426,1.79,62.20
0427,1.50,47.60
0428,1.61,52.87
0429,1.93,68.98
0430,1.81,63.19
0431,1.68,56.57
0432,1.73,58.89
0433,1.83,64.17
0434,1.76,60.71
0435,1.82,63.71
0436,1.75,59.77
0437,1.92,68.37
0438,1.73,59.25
0439,1.76,60.62
0440,1.65,54.87
0441,1.82,63.60
0442,1.55,49.77
0443,1.88,66.30
0444,1.91,68.18
0445,1.77,61.01
0446,1.74,59.69
0447,1.74,59.72
0448,1.59,51.83
0449,1.75,60.20
0450,1.80,62.46
0451,1.73,58.95
0452,1.78,61.69
0453,1.76,60.32
0454,1.86,65.72
0455,1.63,53.88
0456,1.74,59.74
0457,1.81,62.80
0458,1.80,62.45
0459,1.73,59.04
0460,1.69,57.02
0461,1.88,66.59
0462,1.79,61.75
0463,1.83,64.13
0464,1.71,58.00
0465,1.86,65.70
0466,1.70,57.46
0467,1.76,60.41
0468,1.59,51.95
0469,1.57,51.07
0470,1.64,54.35
0471,1.77,60.89
0472,1.79,61.84
0473,1.74,59.37
0474,1.72,58.56
0475,1.74,59.72
0476,1.72,58.46
0477,1.62,53.47
0478,1.88,66.47
0479,1.54,49.32
0480,1.77,61.09
0481,1.62,53.65
0482,1.61,53.00
0483,1.91,67.82
0484,1.76,60.42
0485,1.74,59.69
0486,1.61,53.11
0487,1.68,56.63
0488,1.72,58.68
0489,1.72,58.53
0490,1.63,53.82
0491,1.65,55.09
0492,1.84,64.52
0493,1.74,59.28
0494,1.83,63.99
0495,1.60,52.31
0496,1.69,57.01
0497,1.62,53.66
0498,1.87,66.24
0499,1.87,65.81
